PersPerFam,PctHousLess3BR,householdsize,NumIlleg,state,PersPerRentOccHous,PctHousOwnOcc,PctWorkMomYoungKids,MedRentPctHousInc,NumUnderPov,ViolentCrimesPerPop
0.66,0.0,0.07696104113612832,0.009950330853168083,28,0.71,0.7,0.49,0.68,0.0295588022415444,0.26
0.86,0.5,0.1988508587451652,0.0,39,0.85,0.8,0.4,0.44,0.0,0.4
0.86,0.5,0.009950330853168083,0.0,61,0.9,0.85,0.62,0.28,0.009950330853168083,0.56
0.78,0.5,0.2468600779315258,0.0,65,0.69,0.63,0.81,0.35,0.0,0.05
0.62,0.5,0.009950330853168083,0.009950330853168083,5,0.54,0.49,0.63,0.61,0.009950330853168083,0.06
0.73,0.5,0.019802627296179712,0.0,95,0.75,0.67,0.64,0.17,0.009950330853168083,0.2
0.74,0.5,0.10436001532424277,0.009950330853168083,43,0.62,0.53,0.57,0.32,0.009950330853168083,0.51
0.61,0.0,0.11332868530700317,0.0,46,0.32,0.32,0.43,0.6,0.019802627296179712,0.04
0.55,0.0,0.009950330853168083,0.019802627296179712,61,0.24,0.35,0.57,0.83,0.039220713153281295,0.86
0.23,0.5,0.598836501088704,0.039220713153281295,13,0.52,0.55,0.59,0.44,0.04879016416943201,0.05
0.75,0.5,0.009950330853168083,0.0,15,0.78,0.73,0.48,0.49,0.009950330853168083,0.06
0.58,0.0,0.009950330853168083,0.009950330853168083,46,0.53,0.54,0.73,0.37,0.0295588022415444,0.68
0.79,0.5,0.0295588022415444,0.009950330853168083,20,0.8,0.81,0.52,0.54,0.009950330853168083,0.22
0.76,0.0,0.0295588022415444,0.009950330853168083,31,0.57,0.52,0.44,0.59,0.0295588022415444,0.05
0.83,0.5,0.0295588022415444,0.0,3,0.67,0.55,0.35,0.65,0.0,0.03
0.89,0.5,0.019802627296179712,0.0,13,0.93,0.89,0.37,0.37,0.0,0.09
0.51,0.0,0.039220713153281295,0.009950330853168083,11,0.35,0.34,0.6,0.6,0.019802627296179712,0.17
0.52,0.0,0.3435897043900769,0.009950330853168083,65,0.48,0.47,0.54,0.3,0.019802627296179712,0.17
0.91,0.5,0.019802627296179712,0.0,46,0.95,0.93,0.29,0.58,0.0,0.17
0.8,0.5,0.173953307123438,0.0,61,0.73,0.7,0.5,0.78,0.009950330853168083,0.14
0.82,0.5,0.019802627296179712,0.0,15,0.79,0.74,0.61,0.59,0.009950330853168083,0.62
0.34,0.5,0.598836501088704,0.058268908123975775,61,0.47,0.48,0.64,0.41,0.058268908123975775,0.03
0.91,0.5,0.009950330853168083,0.0,37,0.93,0.91,0.22,0.73,0.0,0.23
0.6,0.5,0.0295588022415444,0.019802627296179712,28,0.44,0.42,0.48,0.56,0.04879016416943201,0.15
0.39,0.0,0.04879016416943201,0.09531017980432487,17,0.27,0.27,0.4,0.52,0.13976194237515868,0.13
0.3,0.0,0.598836501088704,0.12221763272424921,33,0.44,0.42,0.56,0.26,0.13976194237515868,0.27
0.37,0.5,0.4510756193602167,0.019802627296179712,46,0.58,0.61,0.58,0.16,0.019802627296179712,0.08
0.47,0.5,0.3435897043900769,0.019802627296179712,13,0.55,0.59,0.33,0.53,0.039220713153281295,0.06
0.63,0.0,0.08617769624105233,0.0295588022415444,53,0.5,0.5,0.61,0.39,0.12221763272424921,0.09
0.76,0.5,0.009950330853168083,0.0,46,0.71,0.66,0.3,0.19,0.009950330853168083,0.16
0.84,0.5,0.0,0.0,7,0.78,0.72,0.56,0.51,0.009950330853168083,0.38
0.23,0.5,0.5596157879354227,0.009950330853168083,65,0.44,0.46,0.4,0.32,0.019802627296179712,0.02
0.34,0.0,0.33647223662121295,0.11332868530700317,31,0.06,0.09,0.61,0.83,0.08617769624105233,0.08
0.84,0.5,0.009950330853168083,0.0,13,0.79,0.73,0.41,0.63,0.009950330853168083,0.09
0.23,0.5,0.598836501088704,0.0295588022415444,46,0.35,0.41,0.64,0.28,0.0295588022415444,0.3
0.45,0.0,0.15700374880966475,0.04879016416943201,12,0.54,0.54,0.57,0.57,0.08617769624105233,0.05
0.78,0.5,0.0295588022415444,0.0,65,0.71,0.67,0.55,0.44,0.009950330853168083,0.17
0.59,0.0,0.039220713153281295,0.0,46,0.37,0.35,0.38,0.17,0.019802627296179712,0.53
0.73,0.0,0.019802627296179712,0.0,9,0.66,0.63,0.47,0.55,0.009950330853168083,1.0
0.77,0.5,0.009950330853168083,0.009950330853168083,21,0.8,0.74,0.45,0.28,0.009950330853168083,0.05
0.74,0.5,0.019802627296179712,0.009950330853168083,21,0.8,0.77,0.45,0.44,0.009950330853168083,0.63
0.91,0.5,0.06765864847381481,0.0,39,0.75,0.66,0.57,0.58,0.0,1.0
0.75,0.5,0.06765864847381481,0.009950330853168083,11,0.74,0.73,0.55,0.73,0.009950330853168083,0.21
0.7,0.0,0.07696104113612832,0.0,11,0.12,0.13,0.42,0.28,0.08617769624105233,0.86
0.64,0.5,0.04879016416943201,0.0,46,0.53,0.56,0.3,0.31,0.019802627296179712,0.03
0.31,0.0,0.5247285289349821,0.019802627296179712,13,0.44,0.47,0.62,0.23,0.0295588022415444,0.26
0.53,0.5,0.058268908123975775,0.019802627296179712,89,0.48,0.47,0.5,0.19,0.058268908123975775,0.87
0.47,0.0,0.12221763272424921,0.0295588022415444,29,0.5,0.47,0.3,0.2,0.10436001532424277,0.44
0.81,0.5,0.0295588022415444,0.0,89,0.79,0.79,0.29,0.53,0.0,0.03
0.65,0.5,0.009950330853168083,0.0,65,0.61,0.59,0.84,0.07,0.009950330853168083,0.73
0.52,0.0,0.009950330853168083,0.019802627296179712,61,0.47,0.48,0.39,0.36,0.08617769624105233,0.48
0.36,0.0,0.14842000511827327,0.08617769624105233,9,0.36,0.33,0.42,0.65,0.11332868530700317,0.06
0.79,0.5,0.12221763272424921,0.019802627296179712,23,0.73,0.69,0.43,0.56,0.019802627296179712,0.07
0.86,0.5,0.009950330853168083,0.0,41,0.84,0.81,0.44,0.32,0.0,0.03
0.25,0.0,0.4574248470388754,0.12221763272424921,17,0.1,0.11,0.36,0.66,0.13976194237515868,0.17
0.5,0.5,0.009950330853168083,0.009950330853168083,46,0.52,0.52,0.49,0.27,0.019802627296179712,0.11
0.6,0.5,0.173953307123438,0.0,65,0.57,0.63,0.78,0.33,0.009950330853168083,0.05
0.39,0.0,0.31481073984003355,0.0295588022415444,43,0.5,0.48,0.74,0.17,0.039220713153281295,0.25
0.46,0.5,0.019802627296179712,0.009950330853168083,65,0.55,0.55,0.09,0.31,0.019802627296179712,0.05
0.58,0.0,0.2851789422336624,0.009950330853168083,65,0.57,0.6,0.71,0.37,0.019802627296179712,0.15
0.91,0.5,0.0295588022415444,0.0,39,0.93,0.93,0.16,0.44,0.0,0.46
0.62,0.5,0.07696104113612832,0.019802627296179712,3,0.52,0.51,0.75,0.54,0.019802627296179712,0.45
0.46,0.0,0.5068176023684519,0.12221763272424921,33,0.45,0.43,0.72,0.44,0.13976194237515868,0.23
0.85,0.5,0.009950330853168083,0.0,13,0.69,0.6,0.37,0.29,0.009950330853168083,0.08
0.82,0.5,0.10436001532424277,0.0,45,0.89,0.88,0.44,0.54,0.0,0.08
0.82,0.5,0.009950330853168083,0.0,93,0.88,0.86,0.59,0.38,0.009950330853168083,0.2
0.59,0.5,0.11332868530700317,0.009950330853168083,27,0.42,0.43,0.62,0.73,0.009950330853168083,0.73
0.68,0.0,0.039220713153281295,0.009950330853168083,17,0.53,0.49,0.55,0.51,0.019802627296179712,0.17
0.57,0.0,0.08617769624105233,0.0,13,0.15,0.17,0.48,0.26,0.04879016416943201,0.07
0.89,0.5,0.0295588022415444,0.0,13,0.79,0.82,0.71,0.55,0.0,0.83
0.91,0.5,0.0,0.0,65,0.91,0.9,0.37,0.42,0.0,0.1
0.88,0.5,0.009950330853168083,0.0,17,0.93,0.89,0.68,0.55,0.0,0.25
0.68,0.5,0.009950330853168083,0.0,7,0.69,0.65,0.69,0.45,0.0,0.12
0.27,0.0,0.598836501088704,0.12221763272424921,34,0.38,0.39,0.54,0.49,0.13976194237515868,0.25
0.27,0.0,0.4574248470388754,0.019802627296179712,46,0.35,0.4,0.57,0.24,0.0295588022415444,0.3
0.65,0.5,0.2468600779315258,0.009950330853168083,31,0.58,0.6,0.63,0.58,0.019802627296179712,0.02
0.8,0.5,0.0295588022415444,0.0,31,0.71,0.63,0.43,0.5,0.0,0.19
0.74,0.5,0.0,0.0,71,0.54,0.5,0.79,0.51,0.009950330853168083,0.36
0.54,0.0,0.019802627296179712,0.0295588022415444,37,0.43,0.39,0.53,0.4,0.13976194237515868,0.12
0.72,0.0,0.0295588022415444,0.0295588022415444,37,0.49,0.46,0.44,0.57,0.058268908123975775,0.01
0.8,0.5,0.009950330853168083,0.009950330853168083,17,0.69,0.59,0.41,0.47,0.009950330853168083,0.06
0.4,0.0,0.22314355131420976,0.019802627296179712,31,0.34,0.37,0.66,0.55,0.019802627296179712,0.1
0.82,0.5,0.058268908123975775,0.0,3,0.69,0.62,0.43,0.47,0.009950330853168083,0.1
0.7,0.5,0.10436001532424277,0.0,31,0.45,0.43,0.72,0.63,0.019802627296179712,0.21
0.61,0.0,0.009950330853168083,0.009950330853168083,5,0.58,0.55,0.74,0.51,0.009950330853168083,0.1
0.68,0.5,0.0,0.0,55,0.51,0.49,0.79,0.39,0.009950330853168083,0.07
0.23,0.0,0.2151113796169455,0.10436001532424277,71,0.32,0.34,0.34,0.38,0.09531017980432487,0.02
0.85,0.5,0.0,0.0,93,0.86,0.83,0.56,0.16,0.0,0.03
0.66,0.5,0.009950330853168083,0.009950330853168083,39,0.61,0.55,0.61,0.35,0.0295588022415444,0.01
0.43,0.0,0.3576744442718159,0.019802627296179712,53,0.46,0.5,0.49,0.19,0.04879016416943201,0.41
0.51,0.0,0.06765864847381481,0.039220713153281295,7,0.35,0.32,0.62,0.54,0.06765864847381481,0.26
0.76,0.5,0.019802627296179712,0.0,13,0.84,0.82,0.57,0.14,0.009950330853168083,0.42
0.52,0.0,0.0,0.009950330853168083,53,0.46,0.45,0.52,0.28,0.039220713153281295,0.18
0.23,0.0,0.5306282510621704,0.12221763272424921,9,0.13,0.14,0.29,0.59,0.13976194237515868,0.13
0.79,0.5,0.009950330853168083,0.0,17,0.78,0.73,0.57,0.56,0.009950330853168083,0.29
0.73,0.0,0.31481073984003355,0.009950330853168083,31,0.09,0.17,0.31,0.58,0.019802627296179712,0.68
0.64,0.5,0.019802627296179712,0.009950330853168083,13,0.62,0.59,0.43,0.44,0.0295588022415444,0.05
0.43,0.0,0.0295588022415444,0.019802627296179712,28,0.36,0.36,0.45,0.37,0.0295588022415444,0.16
0.87,0.5,0.019802627296179712,0.0,9,0.79,0.71,0.35,0.5,0.009950330853168083,0.26
0.39,0.5,0.0295588022415444,0.019802627296179712,75,0.43,0.41,0.57,0.31,0.0295588022415444,0.19
0.6,0.5,0.0295588022415444,0.04879016416943201,43,0.49,0.52,0.25,0.52,0.11332868530700317,0.03
0.51,0.0,0.019802627296179712,0.12221763272424921,65,0.15,0.25,0.21,0.8,0.13976194237515868,0.15
0.54,0.5,0.23901690047049992,0.009950330853168083,57,0.56,0.57,0.41,0.22,0.0295588022415444,0.29
0.23,0.0,0.598836501088704,0.08617769624105233,47,0.34,0.36,0.59,0.35,0.07696104113612832,0.01
0.52,0.0,0.009950330853168083,0.019802627296179712,63,0.37,0.37,0.52,0.36,0.08617769624105233,0.66
0.4,0.0,0.3293037471426004,0.058268908123975775,43,0.48,0.5,0.56,0.37,0.08617769624105233,0.05
0.89,0.5,0.009950330853168083,0.0,53,0.75,0.66,0.37,0.29,0.0,0.27
0.59,0.0,0.20701416938432612,0.009950330853168083,35,0.43,0.37,0.54,0.56,0.009950330853168083,0.49
0.91,0.5,0.009950330853168083,0.0,3,0.92,0.9,0.3,0.42,0.0,0.08
0.39,0.0,0.5128236264286637,0.07696104113612832,43,0.16,0.21,0.51,0.46,0.11332868530700317,0.04
0.83,0.5,0.0295588022415444,0.0,71,0.63,0.6,0.43,0.33,0.0,0.16
0.57,0.0,0.0295588022415444,0.009950330853168083,53,0.58,0.56,0.72,0.16,0.019802627296179712,0.06
0.32,0.0,0.36464311358790924,0.0295588022415444,53,0.48,0.48,0.56,0.48,0.0295588022415444,0.04
0.91,0.5,0.07696104113612832,0.0,9,0.89,0.85,0.49,0.56,0.0,0.31
0.81,0.5,0.009950330853168083,0.009950330853168083,3,0.83,0.79,0.57,0.56,0.009950330853168083,0.36
0.6,0.5,0.14842000511827327,0.009950330853168083,31,0.63,0.6,0.51,0.11,0.019802627296179712,0.05
0.43,0.5,0.019802627296179712,0.009950330853168083,11,0.5,0.45,0.5,0.54,0.019802627296179712,0.16
0.78,0.5,0.07696104113612832,0.009950330853168083,21,0.75,0.69,0.58,0.51,0.009950330853168083,0.1
0.55,0.5,0.08617769624105233,0.009950330853168083,28,0.56,0.55,0.29,0.18,0.058268908123975775,0.74
0.38,0.0,0.36464311358790924,0.039220713153281295,28,0.53,0.51,0.65,0.25,0.04879016416943201,0.19
0.81,0.5,0.019802627296179712,0.0,23,0.86,0.81,0.59,0.64,0.0,0.63
0.56,0.5,0.29266961396282004,0.039220713153281295,17,0.53,0.53,0.48,0.75,0.04879016416943201,0.42
0.31,0.0,0.5766133643039938,0.039220713153281295,53,0.44,0.45,0.52,0.24,0.04879016416943201,0.04
0.7,0.5,0.13976194237515868,0.019802627296179712,1,0.79,0.78,0.57,0.53,0.019802627296179712,0.06
0.66,0.5,0.009950330853168083,0.0,15,0.65,0.62,0.33,0.66,0.009950330853168083,0.2
0.7,0.5,0.0,0.009950330853168083,15,0.62,0.52,0.84,0.41,0.039220713153281295,0.88
0.49,0.5,0.019802627296179712,0.009950330853168083,1,0.65,0.67,0.54,0.61,0.009950330853168083,0.12
0.7,0.5,0.009950330853168083,0.0,69,0.65,0.58,0.38,0.27,0.009950330853168083,0.11
0.45,0.0,0.019802627296179712,0.009950330853168083,31,0.43,0.4,0.71,0.54,0.0295588022415444,0.27
0.64,0.5,0.10436001532424277,0.009950330853168083,23,0.66,0.66,0.19,0.58,0.009950330853168083,0.02
0.33,0.0,0.32208349916911333,0.0295588022415444,25,0.32,0.3,0.49,0.82,0.039220713153281295,0.37
0.91,0.5,0.0,0.0,11,0.97,0.96,0.74,0.57,0.0,0.18
0.57,0.5,0.3293037471426004,0.009950330853168083,53,0.47,0.48,0.43,0.26,0.0295588022415444,0.04
0.84,0.5,0.0,0.0,5,0.84,0.79,0.73,0.38,0.0,0.12
0.66,0.5,0.019802627296179712,0.009950330853168083,9,0.78,0.81,0.43,0.58,0.019802627296179712,0.32
0.88,0.5,0.009950330853168083,0.0,41,0.78,0.73,0.5,0.34,0.0,0.54
0.44,0.5,0.09531017980432487,0.10436001532424277,77,0.51,0.47,0.41,0.49,0.11332868530700317,0.18
0.81,0.5,0.058268908123975775,0.009950330853168083,23,0.72,0.66,0.38,0.52,0.009950330853168083,0.25
0.91,0.5,0.019802627296179712,0.0,27,0.94,0.93,0.25,0.5,0.0,0.7
0.32,0.0,0.039220713153281295,0.0295588022415444,17,0.28,0.29,0.34,0.25,0.06765864847381481,0.22
0.63,0.5,0.08617769624105233,0.009950330853168083,53,0.48,0.45,0.67,0.27,0.019802627296179712,1.0
0.47,0.0,0.1906203596086497,0.009950330853168083,53,0.3,0.32,0.65,0.16,0.0295588022415444,0.03
0.59,0.5,0.039220713153281295,0.0,53,0.57,0.58,0.6,0.28,0.009950330853168083,0.74
0.65,0.0,0.0295588022415444,0.009950330853168083,28,0.41,0.3,0.26,0.63,0.019802627296179712,0.63
0.6,0.0,0.20701416938432612,0.0295588022415444,21,0.46,0.47,0.2,0.22,0.08617769624105233,0.05
0.83,0.5,0.11332868530700317,0.0,5,0.83,0.81,0.43,0.53,0.0,0.09
0.82,0.5,0.019802627296179712,0.0,17,0.56,0.51,0.31,0.41,0.009950330853168083,0.04
0.75,0.5,0.11332868530700317,0.019802627296179712,7,0.78,0.71,0.49,0.59,0.019802627296179712,0.93
0.58,0.0,0.08617769624105233,0.0295588022415444,17,0.27,0.25,0.24,0.49,0.04879016416943201,0.19
